tag_name,published_at,name,body
1.84.0,2023-11-01T18:06:29Z,October 2023,"Welcome to the October 2023 release of Visual Studio Code. There are many updates in this version that we hope you'll like, some of the key highlights include:

[More audio cues](https://code.visualstudio.com/updates/v1_84#_accessibility) - New audio cues to indicate clear, save, and format activity.
[Activity bar position](https://code.visualstudio.com/updates/v1_84#_workbench) - Move Activity bar to the top for compact display.
[Hide editor tabs](https://code.visualstudio.com/updates/v1_84#_hide-editor-tabs) - Show multiple, single, or no editor tabs.
[Maximize Editor Groups](https://code.visualstudio.com/updates/v1_84#_maximize-editor-group) - Quickly expand the active Editor Group.
[Python improvements](https://code.visualstudio.com/updates/v1_84#_python) - Better run code in terminal, easier virtual environment creation.
[FastAPI tutorial](https://code.visualstudio.com/updates/v1_84#_fastapi-tutorial) - Learn about developing Python FastAPI apps with VS Code.
[Gradle for Java](https://code.visualstudio.com/updates/v1_84#_gradle-for-java) - Improved support for Java Gradle projects.
[Preview: GitHub Copilot](https://code.visualstudio.com/updates/v1_84#_github-copilot) - Chat ""agents"", generate commit messages, terminal support.

If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com/).

Insiders: Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.83.1,2023-10-11T21:28:30Z,September 2023 Recovery 1,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22September+2023+Recovery+1%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_83) on [code.visualstudio.com](https://code.visualstudio.com/)."
1.83.0,2023-10-04T18:15:27Z,September 2023,"Welcome to the September 2023 release of Visual Studio Code. There are many updates in this version that we hope you'll like, some of the key highlights include:

[Accessibility improvements](https://code.visualstudio.com/updates/v1_83#_accessibility) - Screen reader support for the pull request comments.
[Better Command Palette search](https://code.visualstudio.com/updates/v1_83#_similar-command-results-in-the-command-palette) - New ""similar commands"" list to help command discovery.
[Add custom icons to profiles](https://code.visualstudio.com/updates/v1_83#_icons-for-profiles) - Display an icon to easily identify the active profile.
[Compact editor tab height](https://code.visualstudio.com/updates/v1_83#_editor-tab-height-density) - Shrinks editor tab height for larger editor region.
[Dedicated pinned editor row](https://code.visualstudio.com/updates/v1_83#_pinned-editor-tabs-on-separate-row) - New editor tab row supports pin/unpin via drag and drop.
[Go to Symbol in notebooks](https://code.visualstudio.com/updates/v1_83#_go-to-symbol-in-notebooks) - Quickly navigate to code symbols in your notebook.
[Python debugger updates](https://code.visualstudio.com/updates/v1_83#_python) - Configure whether to step into system/library or just your code.
[Preview: GitHub Copilot](https://code.visualstudio.com/updates/v1_83#_github-copilot) - Test generation based on current framework and project conventions.

If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com/).

Insiders: Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available. 
For the latest Visual Studio Code news, updates, and content, follow us on Twitter [@code](https://twitter.com/code)!"
1.82.3,2023-10-02T15:38:34Z,August 2023 Recovery 3,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22August+2023+Recovery+3%22+is%3Aclosed), including a fix for a security vulnerability.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_82) on [code.visualstudio.com](https://code.visualstudio.com)."
1.82.2,2023-09-18T06:17:02Z,August 2023 Recovery 2,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22August+2023+Recovery+2%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_82) on [code.visualstudio.com](https://code.visualstudio.com)."
1.82.1,2023-09-12T17:14:14Z,August 2023 Recovery 1,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22August+2023+Recovery+1%22+is%3Aclosed), including a fix for a security vulnerability.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_82) on [code.visualstudio.com](https://code.visualstudio.com)."
1.82.0,2023-09-07T18:40:12Z,August 2023,"Welcome to the August 2023 release of Visual Studio Code. There are many updates in this version that we hope you'll like, some of the key highlights include:

* **[Accessibility improvements](https://code.visualstudio.com/updates/v1_82#_accessibility)** - Accessible View support for inline completions, updated keybindings.
* **[Built-in port forwarding](https://code.visualstudio.com/updates/v1_82#_workbench)** - Forward local server ports from within VS Code.
* **[Sticky Scroll updates](https://code.visualstudio.com/updates/v1_82#_sticky-scroll)** - Scrolls horizontally with editor, display last line in scope, folding UI.
* **[New diff editor features](https://code.visualstudio.com/updates/v1_82#_diff-editor)** - Detect moved code, dynamically switch inline and side-by-side view.
* **[Command Center displayed by default](https://code.visualstudio.com/updates/v1_82#_command-center-now-on-by-default)** - Quickly open files or run commands from the title bar.
* **[Copy Notebook output](https://code.visualstudio.com/updates/v1_82#_notebooks)** - Easily copy cell output as well as generated images.
* **[WebAssembly debugging](https://code.visualstudio.com/updates/v1_82#_javascript-debugger)** - Decompile WASM code to step through and set breakpoints.
* **[New TypeScript refactorings](https://code.visualstudio.com/updates/v1_82#_typescript-52)** - Move to File and Inline Variables refactorings.
* **[New Python Formatting topic](https://code.visualstudio.com/updates/v1_82#_python)** - Learn how to integrate formatters such as autopep8 and Black.
* **[Preview: GitHub Copilot](https://code.visualstudio.com/updates/v1_82#_github-copilot)** - CreateWorkspace command previews file structure of proposed code.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_82) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.81.1,2023-08-10T17:07:50Z,July 2023 Recovery 1,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22July+2023+Recovery+1%22+is%3Aclosed+).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_81) on [code.visualstudio.com](https://code.visualstudio.com)."
1.81.0,2023-08-03T18:15:27Z,July 2023,"Welcome to the July 2023 release of Visual Studio Code. There are many updates in this version that we hope you'll like, some of the key highlights include:

* **[Accessibility improvements](https://code.visualstudio.com/updates/v1_81#accessibility)** - Accessible View support for notifications, chat responses, and hovers.
* **[VS Code Profiles](https://code.visualstudio.com/updates/v1_81#profiles)** - Finer control with partial profiles and ""Apply to all profiles"" options.
* **[New diff editor features](https://code.visualstudio.com/updates/v1_81#diff-editor)** - Collapse unchanged regions, better diff region text alignment.
* **[Git repositories with symlinks](https://code.visualstudio.com/updates/v1_81#support-git-repositories-with-symbolic-links)** - Support for repository paths with symbolic links.
* **[Notebook updates](https://code.visualstudio.com/updates/v1_81#notebooks)** - Search text in closed notebooks, ""sticky scroll"" displays Markdown headers.
* **[Python test discovery](https://code.visualstudio.com/updates/v1_81#python)** - Error tolerant pytest discovery continues across all files.
* **[Access Jupyter servers in GitHub Codespaces](https://code.visualstudio.com/updates/v1_81#jupyter)** - Connect to a remote Jupyter server in a codespace.
* **[GitHub pull request creation](https://code.visualstudio.com/updates/v1_81#github-pull-requests-and-issues)** - Better base branch detection, remember previous create PR options.
* **[Preview: GitHub Copilot UX](https://code.visualstudio.com/updates/v1_81#github-copilot)** - Quick Chat improvements, iterative /fix command.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.80.2,2023-07-27T23:43:45Z,June 2023 Recovery 2,"The update includes this [pull request](https://github.com/microsoft/vscode/pull/189089).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_80) on [code.visualstudio.com](https://code.visualstudio.com)."
1.80.1,2023-07-13T17:08:30Z,June 2023 Recovery 1,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22June+2023+Recovery+1%22+is%3Aclosed+), including a fix for a security vulnerability.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_80) on [code.visualstudio.com](https://code.visualstudio.com)."
1.80.0,2023-07-06T18:01:05Z,June 2023 ,"
Welcome to the June 2023 release of Visual Studio Code. There are many updates in this version that we hope you'll like, some of the key highlights include:

* **[Accessibility improvements](#accessibility)** - Accessible View for better screen reader support, Copilot audio cues.
* **[Better editor group and tab resizing](#disable-maximizing-editor-groups-on-tab-double-click)** - Set min tab size, avoid unnecessary editor group resizing.
* **[Skip subwords when expanding selection](#skip-subword-when-shrinking-and-expanding-selection)** - Control whether to use camel case for selection.
* **[Terminal image support](#image-support)** - Display images directly in the integrated terminal.
* **[Python extensions for mypy and debugpy](#python)** - For Python type checking and debugging in VS Code.
* **[Remote connections to WSL](#wsl-over-tunnels)** - Connect to WSL instances on remote machines using Tunnels.
* **[Preview: GitHub Copilot create workspace/notebook](#github-copilot)** - Quickly scaffold projects and notebooks.
* **[New C# in VS Code documentation](#documentation)** - Learn about C# development with the C# Dev Kit extension.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.79.2,2023-06-15T17:01:41Z,May 2023 Recovery 2,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+sort%3Aupdated-desc+milestone%3A%22May+2023+Recovery+2%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_79) on [code.visualstudio.com](https://code.visualstudio.com)."
1.79.1,2023-06-13T20:03:45Z,May 2023 Recovery 1,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22May+2023+Recovery+1%22+is%3Aclosed+), including a fix for a security vulnerability.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_79) on [code.visualstudio.com](https://code.visualstudio.com)."
1.79.0,2023-06-08T18:19:42Z,May 2023,"Welcome to the May 2023 release of Visual Studio Code. There are many updates in this version that we hope you'll like, some of the key highlights include:

- [Read-only mode](https://code.visualstudio.com/updates/v1_79#_readonly-mode) - Mark specific files and folders in your workspace as read-only.
- ['Paste as' options](https://code.visualstudio.com/updates/v1_79#_paste-as) - Choose how you'd like item links pasted into the editor.
- [Automatic copy of external files](https://code.visualstudio.com/updates/v1_79#_copy-external-media-files-into-workspace-on-drop-or-paste-for-markdown) - Drag or paste to Markdown adds new files to your workspace.
- [Default Git repo branch name](https://code.visualstudio.com/updates/v1_79#_default-branch-name) - Use ""main"" as the default or override via a user setting.
- [Notebooks rich content search](https://code.visualstudio.com/updates/v1_79#_rich-content-search) - Search based on Notebook output or filter on cell type.
- [Linked editing for JSX tags](https://code.visualstudio.com/updates/v1_79#_linked-editing-for-jsx-tags) - Simultaneously change opening and closing JSX tags.
- [Preview: GitHub Copilot Chat improvements](https://code.visualstudio.com/updates/v1_79#_github-copilot) - Easily manage your chat session history. Inline chat ""live preview.""
- [VS Code at Microsoft Build 2023](https://code.visualstudio.com/updates/v1_79#_vs-code-at-microsoft-build) - Catch up on the sessions in the YouTube playlist.

If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com/).

Insiders: Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.78.2,2023-05-12T01:25:34Z,April 2023 Recovery 2,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+sort%3Aupdated-desc+milestone%3A%22April+2023+Recovery+2%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_78) on [code.visualstudio.com](https://code.visualstudio.com)."
1.78.1,2023-05-09T17:56:22Z,April 2023 Recovery 1,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22April+2023+Recovery+1%22+is%3Aclosed+), including a fix for a security vulnerability.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_78) on [code.visualstudio.com](https://code.visualstudio.com)."
1.78.0,2023-05-03T22:03:22Z,April 2023,"Welcome to the April 2023 release of Visual Studio Code. There are many updates in this version that we hope you'll like, some of the key highlights include:

* **[Accessibility improvements](#accessibility)** - Better screen reader support, new audio cues.
* **[New color themes](#new-default-color-themes)** - ""Modern"" light and dark color theme defaults.
* **[Profile templates](#profile-templates)** - Built-in templates for Python, Java, Data Science, and more.
* **[Drag and drop selector](#drop-selector)** - Choose how you'd like item links placed into the editor.
* **[Standalone color picker](#standalone-color-picker)** - Color picker UI to insert or modify color formats.
* **[Quick Fixes for Source Control input](#source-control)** - Fix spelling and other errors right in the input box.
* **[Markdown drag and drop videos](#drag-and-drop-videos-into-markdown-files)** - Easily add video tags in Markdown files.
* **[Notebooks insert images as attachments](#drop-image-files-into-notebooks-to-create-attachments)** - Choose between an image link, path, or attachment.
* **[Git LFS and VS Code for the Web](#commit-files-to-git-large-file-storage)** - Use vscode.dev for repos with Git Large File Storage.
* **[VS Code Day 2023](#vs-code-day)** - Catch up on the sessions in the YouTube playlist.

For the complete release notes, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available.
"
1.77.3,2023-04-12T17:21:53Z,March 2023 Recovery 3,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22March+2023+Recovery+3%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_77) on [code.visualstudio.com](https://code.visualstudio.com)."
1.77.2,2023-04-11T17:11:19Z,March 2023 Recovery 2,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22March+2023+Recovery+2%22+is%3Aclosed), including a fix for a security vulnerability.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_39) on [code.visualstudio.com](https://code.visualstudio.com)."
1.77.1,2023-04-05T16:19:37Z,March 2023 Recovery 1,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22March+2023+Recovery+1%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_39) on [code.visualstudio.com](https://code.visualstudio.com)."
1.77.0,2023-03-30T18:57:19Z,March 2023,"Welcome to the March 2023 release of Visual Studio Code. There are many updates in this version that we hope you'll like, some of the key highlights include:

* **[Accessibility improvements](https://code.visualstudio.com/updates/v1_77#accessibility)** - New keyboard shortcuts for hovers, notifications, and Sticky Scroll.
* **[Copy GitHub deep links](https://code.visualstudio.com/updates/v1_77#copy-github-deep-links-from-editor-gutter)** - Create permalinks and HEAD links from within the editor.
* **[Notebook Format on Save](https://code.visualstudio.com/updates/v1_77#format-on-save)** - Automatically format notebooks cells on save.
* **[TS/JS switch case completions](https://code.visualstudio.com/updates/v1_77#switch-case-completions-for-javascript-and-typescript)** - Quickly fill in TypeScript/JavaScript switch statements.
* **[Python move symbol refactoring](https://code.visualstudio.com/updates/v1_77#move-symbol-refactoring)** - Move Python symbols to an existing or new file.
* **[Remote Tunnels update](https://code.visualstudio.com/updates/v1_77#remote-development)** - Reuse existing tunnel and quickly transition from remote to desktop.
* **[Ruby documentation](https://code.visualstudio.com/updates/v1_77#new-programming-language-topics)** - Learn about Ruby language support for VS Code.
* **[Preview: expanded GitHub Copilot integration](https://code.visualstudio.com/updates/v1_77#github-copilot)** - New inline chat and full AI chat view.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available and for the latest Visual Studio Code news, updates, and content, follow us on Twitter [@code](https://twitter.com/code)!"
1.76.2,2023-03-15T16:03:56Z,February 2023 Recovery 2,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22February+2023+Recovery+2%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_76) on [code.visualstudio.com](https://code.visualstudio.com)."
1.76.1,2023-03-09T18:23:30Z,February 2023 Recovery,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22February+2023+Recovery+1%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_76) on [code.visualstudio.com](https://code.visualstudio.com)."
1.76.0,2023-03-01T20:01:28Z,February 2023,"Welcome to the February 2023 release of Visual Studio Code. There are many updates in this version that we hope you'll like, some of the key highlights include:

* **[Profiles](https://code.visualstudio.com/updates/v1_76#profiles)** - Active profile badge, quickly switch profiles via the Command Palette.
* **[Accessibility improvements](https://code.visualstudio.com/updates/v1_76#accessibility)** - New audio cues, improved terminal screen reader mode.
* **[Moveable Explorer view](https://code.visualstudio.com/updates/v1_76#moveable-explorer-view)** - Place the Explorer in the secondary side bar or a panel.
* **[Notebook kernel MRU list](https://code.visualstudio.com/updates/v1_76#kernel-picker-default-mode-mru)** - Find and select recently used notebook kernels.
* **[Markdown header link suggestions](https://code.visualstudio.com/updates/v1_76#markdown-workspace-header-link-completions)** - Easily link to headers in files across your workspace.
* **[Remote Development usability](https://code.visualstudio.com/updates/v1_76#remote-menu)** - New keyboard shortcut, streamlined remote options list.
* **[New Git/GitHub topics](https://code.visualstudio.com/updates/v1_76#git-and-github-documentation)** - Articles for beginner and advanced Git source control users.
* **[Improved Marketplace search](https://code.visualstudio.com/updates/v1_76#improved-extension-search-relevance)** - Better results for multi-word queries.
* **[Jupyter IPyWidgets 8 support](https://code.visualstudio.com/updates/v1_76#ipywidgets)** - Use the latest IPyWidgets version in your Jupyter notebooks.
* **[Python pytest IntelliSense](https://code.visualstudio.com/updates/v1_76#improved-intellisense-support-for-pytest)** - Completions for pytest fixtures and parameterized arguments.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available and for the latest Visual Studio Code news, updates, and content, follow us on Twitter [@code](https://twitter.com/code)!"
1.75.1,2023-02-09T19:07:49Z,January 2023 Recovery 1,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22January+2023+Recovery%201%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_75) on [code.visualstudio.com](https://code.visualstudio.com)."
1.75.0,2023-02-02T19:50:12Z,January 2023,"Welcome to the January 2023 release of Visual Studio Code. There are many updates in this version that we hope you'll like, some of the key highlights include:

- **[Profiles](https://code.visualstudio.com/updates/v1_75#_profiles)** - Create and share profiles to configure extensions, settings, shortcuts, and more.
- **[VS Marketplace signing](https://code.visualstudio.com/updates/v1_75#_vs-marketplace-extension-signing)** - Published extensions now code signed by default.
- **[Accessibility improvements](https://code.visualstudio.com/updates/v1_75#_accessibility)** - Terminal screen reader mode, new keyboard shortcuts.
- **[Easier multi-view resizing](https://code.visualstudio.com/updates/v1_75#_workbench)** - Drag layout corners to resize multiple views at once.
- **[Tree view search history](https://code.visualstudio.com/updates/v1_75#_tree-find-history)** - Quickly rerun previous searches in tree views.
- **[Better Terminal link detection](https://code.visualstudio.com/updates/v1_75#_link-improvements)** - Detect links containing spaces, brackets, line and column formats.
- **[New Git commands](https://code.visualstudio.com/updates/v1_75#_new-commands)** - Stash staged changes and delete remote tags from within VS Code.
- **[Dark+ and Light+ V2 themes](https://code.visualstudio.com/updates/v1_75#_preview-features)** - Try the experimental color themes and let us know what you think.
- **[Jupyter Notebook topics](https://code.visualstudio.com/updates/v1_75#_new-documentation)** - Using notebooks on the web, how to manage Jupyter kernels.
- **[AI Tools in VS Code](https://code.visualstudio.com/updates/v1_75#_github-copilot)** - Learn about AI-powered completions with GitHub Copilot.


For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_75) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to see new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available. And for the latest Visual Studio Code news, updates, and content, follow us on Twitter [@code](https://twitter.com/code)!"
1.74.3,2023-01-10T18:08:35Z,November 2022 Recovery 3,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22November+2022+Recovery+3%22+is%3Aclosed), including a fix for a security vulnerability.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_74) on [code.visualstudio.com](https://code.visualstudio.com)."
1.74.2,2022-12-20T19:06:11Z,November 2022 Recovery 2,"Update 1.74.2: This update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+is%3Aclosed+milestone%3A%22November+2022+Recovery+2%22).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_74) on [code.visualstudio.com](https://code.visualstudio.com)."
1.74.1,2022-12-15T09:58:35Z,November 2022 Recovery 1,"Update 1.74.1: This update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+is%3Aclosed+milestone%3A%22November+2022+Recovery+1%22).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_74) on [code.visualstudio.com](https://code.visualstudio.com)."
1.74.0,2022-12-07T20:14:22Z,November 2022,"Welcome to the November 2022 release of Visual Studio Code. There are many updates in this version that we hope you'll like, some of the key highlights include:

* **[Customize Explorer auto reveal](#custom-explorer-autoreveal-logic)** - Decide which files scroll into view in the Explorer.
* **[Hide Activity bar and Panel badges](#hide-badges-per-view-container)** - Simplify the editor UI by toggling state badges.
* **[Audio cues for notebooks and diff view](#audio-cues-for-notebook-execution)** - Sounds for cell run results, added or removed lines.
* **[Merge editor Undo/Redo](#merge-editor)** - Quickly revert or reapply merge conflict actions.
* **[Manage unsafe repositories](#manage-unsafe-git-repositories)** - Prevent Git operations on folders not owned by you.
* **[JavaScript console.profile collection](#javascript-debugging)** - Easily create CPU profiles for viewing in VS Code.
* **[Go to Definition from return](#go-to-definition-on-return)** - Jump to the top of JavaScript/TypeScript functions.
* **[Remote Tunnels](#remote-development)** - Create a connection to any machine, without needing SSH.
* **[Jupyter notebook ""Just My Code"" debugging](#jupyter)** - Avoid stepping into Python library code.
* **[Dev Container GPU support](#remote-development-extensions)** - Request a GPU when creating a Dev Container.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available.
"
1.73.1,2022-11-09T19:22:33Z,October 2022 Recovery,"**Update 1.73.1**: The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22October+2022+Recovery+1%22+is%3Aclosed).
"
1.73.0,2022-11-02T20:40:28Z,October 2022,"Welcome to the October 2022 release of Visual Studio Code. There are many updates in this version that we hope you'll like, some of the key highlights include:

* **[Search include/exclude folders](#include-and-exclude-folders-from-search)** - Quickly set folders to include/exclude in the tree view.
* **[Command Center mode shortcuts](#command-center-mode-shortcuts)** - Displays commonly used modes before recent files list.
* **[Merge editor improvements](#merge-editor)** - Access Combination option to auto merge conflicts.
* **[Markdown automatic link updates](#languages)** - File and image links updated on rename/move.
* **[More audio cues](#new-audio-cues)** - Task completed or failed, Terminal Quick Fix available.
* **[vscode.dev protected branch workflow](#improved-branch-creation-and-protection-workflows)** - Create new branch when committing to protected branch.
* **[New Python extensions](#python)** - New standalone extensions for isort, Pylint, and Flake8.
* **[Dev Container Templates](#remote-development)** - Create new Dev Containers based on existing templates.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available.

"
1.72.2,2022-12-15T10:00:23Z,September 2022 Recovery 2,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22September+2022+Recovery+2%22+is%3Aclosed)

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_72) on [code.visualstudio.com](https://code.visualstudio.com)."
1.72.1,2022-10-11T17:19:31Z,September 2022 Recovery,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22September+2022+Recovery+1%22+is%3Aclosed), including a fix for a security vulnerability.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_71) on [code.visualstudio.com](https://code.visualstudio.com)."
1.72.0,2022-10-06T18:14:48Z,September 2022,"Welcome to the September 2022 release of Visual Studio Code. There are many updates in this version that we hope you'll like, some of the key highlights include:

* **[Tool bar customization](https://code.visualstudio.com/updates/v1_72#_hide-actions-from-tool-bars)** - Hide/show tool bar actions.
* **[Better editor autoscrolling](https://code.visualstudio.com/updates/v1_72#_improved-autoscroll-behavior)** - Scrolling speed tuned to cursor location.
* **[Extensions view updates](https://code.visualstudio.com/updates/v1_72#_extensions)** - Highlights extensions with updates or needing attention.
* **[Search results in a tree view](https://code.visualstudio.com/updates/v1_72#_search)** - Review search results in either list or tree view.
* **[Nested Git repo support](https://code.visualstudio.com/updates/v1_72#_source-control)** - Detects and displays nested Git submodules.
* **[Terminal Quick Fixes](https://code.visualstudio.com/updates/v1_72#_terminal-quick-fixes)** - Suggestions to correct command typos and set an upstream remote.
* **[Pin frequently used tasks](https://code.visualstudio.com/updates/v1_72#_tasks)** - Pin tasks to the top of the Run Task dropdown for quick access.
* **[Markdown link validation](https://code.visualstudio.com/updates/v1_72#_markdown-link-validation)** - Automatically check header, file, and image links.
* **[GitHub Enterprise Server authentication](https://code.visualstudio.com/updates/v1_72#_github-enterprise-server-authentication-support)** - Improved login workflow no longer requires PAT.
* **[Dev Containers Features](https://code.visualstudio.com/updates/v1_72#_dev-container-features)** - Easily add and share functionality for development containers.
* **[VS Code Community Discussions](https://code.visualstudio.com/updates/v1_72#_vs-code-community-discussions)** - Connect with other VS Code extension authors.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available.
"
1.71.2,2022-09-15T18:03:36Z,August 2022 Recovery 2,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22August+2022+Recovery+2%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_71) on [code.visualstudio.com](https://code.visualstudio.com)."
1.71.1,2022-09-13T17:54:25Z,August 2022 Recovery 1,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+is%3Aclosed+milestone%3A%22August+2022+Recovery+1%22), including a fix for a security vulnerability.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_71) on [code.visualstudio.com](https://code.visualstudio.com)."
